,ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,Results,status,team_name
552,ФИО_552,1,Участник мероприятия,Программные решения для бизнеса; ,инженер-программист 2 категории,,01.12.2015,"""Федеральное государственное унитарное предприятие """"Производственное объединение """"Маяк""""""",,07.04.1992,01.12.2015,Высшее образование без указания уровня,ОТИ НИЯУ МИФИ,2015,Программное обеспечение вычислительной техники и автоматизированных систем,43.0,t,ЯОК МАЯК
553,ФИО_553,1,Участник мероприятия,Сметное дело; ,Инженер-проектировщик 3 категории,Инженер,2018-11-05,АО «Атомэнергопроект» Санкт-Петербургский проектный институт ,Сметное дело,1996-08-24,2018-11-05,Информация об образовании не указана,,,,53.4,s,
554,ФИО_554,0,Участник не в оценке,Сетевое и системное администрирование; ,,,,ООО Газпромнефть ИТО,,1981-02-24,,Информация об образовании не указана,,,,31.71,t,ООО ГПН ИТО
555,ФИО_555,0,Участник мероприятия,Электроника; ,Инженер-конструктор,,27.06.2022,Комбинат «Электрохимприбор»,,,27.06.2022,Информация об образовании не указана,,,,37.9,s,
556,ФИО_556,0,Участник мероприятия,Инженерное проектирование; ,Ведущий инженер-проектировщик,,08.2002,"АО ""ЦПТИ""",,,2005,Информация об образовании не указана,,,,62.02,t,"АО ""ТВЭЛ"" 2"
557,ФИО_557,0,Участник мероприятия,Сетевое и системное администрирование; ,специалист,,,АО «Инжиниринговая компания «АЭМ-технологии»,,,,Информация об образовании не указана,,,,13.35,t,"АО ""РИР"" + Петрозаводскмаш (АЭМ)"
558,ФИО_558,0,Участник мероприятия,Электромонтаж; ,,,,УрТК НИЯУ МИФИ,,2004-03-28,,Информация об образовании не указана,,,,17.55,s,
559,ФИО_559,0,Участник мероприятия,Охрана окружающей среды; ,Главный специалист-эксперт,,2012-07-05,Федеральное государственное унитарное предприятие «Федеральный экологический оператор»,,1994-06-03,2021-08-02,Высшее образование без указания уровня,"ФГБОУ ВО МГТУ ""СТАНКИН""",2016,Техносферная безопасность,46.68,s,
560,ФИО_560,0,Участник мероприятия,Инженерное мышление. Каракури; ,Слесарь-ремонтник,Специалист (рабочие специальности),1995-09-18,Чепецкий механический завод,Инженерное мышление,1976-10-23,1995-09-18,Информация об образовании не указана,,,,83.44,t,"АО ""ТВЭЛ"""
561,ФИО_561,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор 1 категории группы проектирования ремонтного оборудования отдела 40340,,сен.08,Филиал  акционерного общества  «Научно-исследовательский и конструкторский институт монтажной технологии – Атомстрой»  Обнинский инженерный центр НИКИМТ,,29.11.1987,,Информация об образовании не указана,,,,56.03,t,"Команда ""АСЭ"""
562,ФИО_562,0,Участник мероприятия,Инженер-конструктор; ,Инженер-конструктор 2 категории,Инженер,2018-09-03,Специализированный научно исследовательский институт приборостроения,Инженер-конструктор,1995-04-09,2021-02-14,Информация об образовании не указана,,,,11.3,s,
563,ФИО_563,0,Участник мероприятия,Электроника; ,Инженер-конструктор,,2022-04-01,"Отдел разработки вспомогательного оборудования ГЦ, ООО ""НПО ""Центротех""",,1997-08-06,2022-04-01,Информация об образовании не указана,,,,27.64,s,
564,ФИО_564,0,Участник мероприятия,Бетонные строительные работы; ,Монтажник по монтажу стальных и железобетонных конструкций,Специалист (рабочие специальности),1997-06-22,"АО""КОНЦЕРН ТИТАН-2"" филиал ""СУС""",нет в предлагаемом списке,1975-08-02,2018-03-29,Информация об образовании не указана,,,,81.83,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 2"
565,ФИО_565,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-технолог,,ноя.16,"""ПАО """"Машиностроительный завод""""""",,29.10.1993,,Информация об образовании не указана,,,,44.54,t,"АО ""ТВЭЛ"" 2"
566,ФИО_566,0,Участник мероприятия,Промышленная автоматика; ,Слесарь КИПиА,,2022-07-26,Уральский электрохимический комбинат,,2001-01-11,2022-07-26,Среднее профессиональное образование,"ГАПОУ СО ""Новоуральский технологический колледж""",2022,Техник-метролог,31.29,s,
567,ФИО_567,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор,,2007-11-01,"""ФГУП""""Комбинат""""Электрохимприбор""""""",,1985-07-02,2007-07-01,Высшее образование без указания уровня,МИФИ,2007,машиностроение,64.88,t,"ЯОК ""ЭХП"""
568,ФИО_568,1,Участник мероприятия,Управление жизненным циклом; ,Специалист по внутренним и внешним коммуникациям,,1997-08-25,"""Балаковоатомэнергоремонт""-филиал АО ""Атомэнергоремонт""",,1980-07-26,2012-02-22,Информация об образовании не указана,,,,49.07,t,Концерн команда-1
569,ФИО_569,1,Участник мероприятия,Управление жизненным циклом; ,Инженер по маркетингу 3 категории,,2018-12-03,"""АО """"ОКБМ Африкантов""""""",,1997-08-18,2020-02-03,Информация об образовании не указана,,,,68.39,t,"Команда ""АЭМ-1"""
570,ФИО_570,0,Участник мероприятия,Программные решения для бизнеса; ,Инженер-программист,,,"""ФГУП """"Электрохимприбор""""""",,07.02.1989,,Информация об образовании не указана,,,,43.67,t,ЯОК ЭХП
571,ФИО_571,0,Участник мероприятия,Мехатроника; ,Ведущий инженер промышленной электроники,,01.2021,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,,,Информация об образовании не указана,,,,69.11,t,"АО ""ЕВРАЗ ЗСМК"""
572,ФИО_572,0,Участник мероприятия,Сварочные технологии; ,Электросващик,,,ОКБМ АФРИКАНТОВ ,,,,Информация об образовании не указана,,,,38.12,s,
573,ФИО_573,0,Участник мероприятия,Бетонные строительные работы; ,Арматурщик 5 разряда,,,"АО ""КОНЦЕРН ТИТАН-2""",,,,Информация об образовании не указана,,,,81.83,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 2"
574,ФИО_574,1,Участник мероприятия,Управление жизненным циклом; ,Ведущий специалист ОИМ,,,АО «Центральный проектно-технологический институт»,,,,Информация об образовании не указана,,,,44.54,t,"АО ""ТВЭЛ"" 2"
575,ФИО_575,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,,,,"ООО ""Газпромнефть-Цифровые решения""",,1994-06-27,,Информация об образовании не указана,,,,44.17,t,"ООО ""ГПН-ЦР"""
576,ФИО_576,0,Участник мероприятия,Программные решения для бизнеса; ,Ведущий инженер-программист,Инженер,2012-07-18,"Федеральное государственное унитарное предприятие ""Горно-химический комбинат""",Программист,1988-01-04,2012-07-18,Информация об образовании не указана,,,,15.0,t,Экологические решения
577,ФИО_577,0,Участник мероприятия,Промышленная механика и монтаж; ,Дежурный электромонтер,Специалист (рабочие специальности),2018-03-16,Завод 23 цех промышленного водоснабжения,Электромонтаж,1996-09-06,2021-10-26,Информация об образовании не указана,,,,37.11333333,t,Рабочее место 9 МАЯК ЯОК-1
578,ФИО_578,0,Участник мероприятия,Фрезерные работы на станках с ЧПУ; ,Наставник ОЦК,Специалист (рабочие специальности),2016-03-14,ВПО Точмаш,Токарные / Фрезерные работы на станках с ЧПУ,1998-01-23,2021-09-10,Информация об образовании не указана,,,,16.59,s,
579,ФИО_579,0,Участник мероприятия,Работы на фрезерных универсальных станках; ,Станочник широкого профиля 5-го разряда,,,Центральное Конструкторское Бюро Машиностроения ,,,,Информация об образовании не указана,,,,31.01,s,
580,ФИО_580,0,Участник мероприятия,Сетевое и системное администрирование; ,Инженер-программист 1-й категории,Инженер,2006-01-16,"ФГУП ""НИТИ им. А.П. Александрова""",Программист,1982-10-23,2006-01-16,Информация об образовании не указана,,,,7.34,t,НИТИ
581,ФИО_581,0,Участник мероприятия,Сварочные технологии; ,Подземный Электрогазосварщик 6-го  разряда,Специалист (рабочие специальности),2017-02-24,"Дирекция по поддержке производства , подземный рудник 1",Сварочные технологии,1998-09-19,2021-10-23,Информация об образовании не указана,,,,36.47,s,
582,ФИО_582,0,Участник мероприятия,Сетевое и системное администрирование; ,,,,Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский уни,,1999-12-24,,Информация об образовании не указана,,,,2.38,t,ФГБОУ НИУ МЭИ
583,ФИО_583,0,Участник мероприятия,Управление жизненным циклом; ,,,,"""Общество с ограниченной ответственностью """"Турбинные технологии ААЭМ""""""",,,,Информация об образовании не указана,,,,58.83,t,"Команда ""АЭМ-2"""
584,ФИО_584,0,Участник мероприятия,Промышленная механика и монтаж; ,электрослесарь 3 р,,2020-06-22,Балаково АтомЭнергоРемонт ,,1998-07-10,2020-06-22,Информация об образовании не указана,,,,49.94111111,t,Рабочее место 4  Концерн команда 1
585,ФИО_585,0,Участник мероприятия,Радиационный контроль; ,Дозиметрист,,2005,"ФГУП ПО ""МАЯК"", завод 235",,12.12.1986,2005,Среднее профессиональное образование,ПЛ-44,2005,Слесарь по КИПиА,81.3,s,
586,ФИО_586,0,Участник мероприятия,Токарные работы на станках с ЧПУ; ,Наладчик станков с ЧПУ,Специалист (рабочие специальности),2017-10-20,"АО ""ВПО ""Точмаш""",Токарные / Фрезерные работы на станках с ЧПУ,1996-06-14,2017-10-20,Информация об образовании не указана,,,,74.7,s,
587,ФИО_587,0,Участник мероприятия,Программные решения для бизнеса; ,,,,Электрохимприбор,,,,Информация об образовании не указана,,,,43.67,t,ЯОК ЭХП
588,ФИО_588,0,Участник мероприятия,Информационная безопасность; ,Специалист,,,"ООО ""Газпромнефть - Цифровые решения""",,1996-09-08,16.07.2021,Информация об образовании не указана,,,,11.41,t,ГПН ЦР
589,ФИО_589,0,Участник мероприятия,Инженерное проектирование; ,Инженер-проектировщик 2 категории,,2014-07-01,"""АО  """"Атомэнергопроект""""""",,1991-05-22,2018-04-04,Магистратура и специалитет,Юго-Западный Государственный Университет;Юго-Западный Государственный Университет,2015;2014,Инженер;Инженер,54.71,t,АЭП_2_Енотики_и_точка
590,ФИО_590,0,Участник мероприятия,Информационная безопасность; ,Инженер-программист 3 категории,,18.11.2019,ФГУП РФЯЦ-ВНИИЭФ,,,18.11.2019,Информация об образовании не указана,,,,4.58,t,ФГУП РФЯЦ-ВНИИЭФ ЯОК
591,ФИО_591,0,Участник мероприятия,Неразрушающий контроль; ,Начальник Лаборатории неразрушающего контроля,,03.2009,"""Филиал Акционерного общества """"Научно-исследовательский и конструкторский институт монтажной технологии-Атомстрой"""" Дирекция на Курской АЭС""",,,,Информация об образовании не указана,,,,37.5,s,
592,ФИО_592,0,Участник мероприятия,Управление жизненным циклом; ,Ведущий инженер по управлению реактором атомной станции,,03.05.2005,"""АО филиал концерна Росэнеогоатом """" калининская АЭС""""""",,1990-07-10,2013-09-04,Высшее образование без указания уровня,ИГЭУ им. В.И. Ленина,2013,Атомные электрические станции и установки,41.88,t,Концерн команда-2
593,ФИО_593,1,Участник мероприятия,Охрана окружающей среды; ,Инженер по охране окружащей среды,,2020-02-12,Кольская АЭС,,1976-12-13,2020-02-13,Высшее образование без указания уровня,Санкт-Петербургский государственный технологический институт,2000,Химическая технология материалов и изделий электронной техники,47.67,s,
594,ФИО_594,1,Участник мероприятия,Управление качеством; ,Ведущий инженер по качеству,,01.04.2002,Публичное акционерное общество «Новосибирский завод химконцентратов»,,1981-07-05,2000-05-17,Высшее образование без указания уровня,Санкт-Петербургская академия управления и экономики ,2006,Социально-культурный сервис и туризм,43.52,t,"АО ""ТВЭЛ"" 2"
595,ФИО_595,0,Участник мероприятия,Инженерное мышление. Каракури; ,Начальник участка резервного топлива,Специалист (рабочие специальности),2008-10-27,"Акционерное общество ""Русатом инфраструктурные решения"" филиал в г. Глазове",Каракури,1988-05-17,2016-08-23,Информация об образовании не указана,,,,79.38,t,"АО ""РИР"""
596,ФИО_596,0,Участник мероприятия,Электроника; ,Электрослесарь по ремонту и обслуживанию автоматики и средств измерений электро станций,,окт.08,Филиал АО ''Концерн Росэнергоатом'' ''Кольская атомная станция'',,18.10.1991,,Информация об образовании не указана,,,,48.1,s,
597,ФИО_597,0,Участник мероприятия,Инженерное проектирование; ,нет данных,,2017-07-06,нет данных,,1998-02-11,01.09.2022,Высшее образование без указания уровня,ФГАОУ ВО «Южно-Уральский государственный университет (национальный исследовательский университет)»,2022,Электроэнергетика и электротехника,5.0,t,МИФИ
598,ФИО_598,1,Участник мероприятия,Технологии композитов; ,инженер-технолог,,май.16,"""ФГУП """"Российский федеральный ядерный центр–Всероссийский научно- исследовательский институт экспериментальной физики"""" (ФГУП """"РФЯЦ-ВНИИЭФ"""")""",,29.08.1992,,Информация об образовании не указана,,,,58.71,t,ВНИИЭФ
599,ФИО_599,1,Участник мероприятия,Управление жизненным циклом; ,Инженер 1 категории,,"10,2016",Федеральное Государственное Унитарное Предприятие «Комбинат «Электрохимприбор»,,1994-09-02,2016-10-10,Высшее образование без указания уровня,УрГЭУ,2015,Бакалавр менеджмента,64.88,t,"ЯОК ""ЭХП"""
600,ФИО_600,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-технолог I категории,,2012-02-09,"ФГУП ""ВНИИА""",,1990-01-21,2012-02-09,Информация об образовании не указана,,,,51.81,t,ВНИИА им.Духова
601,ФИО_601,0,Участник не в оценке,Электромонтаж; ,Электромонтер по ремонту и обслуживанию электрооборудования,,01.2011,"""АО """"ЕВРАЗ НТМК"""" """,,,,Информация об образовании не указана,,,,38.16,s,
602,ФИО_602,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Руководитель направления по сопровождению программ вывода ЯРОО,Нет,1998-08-01,"АО ""Ангарский электролизный химический комбинат""",Вывод из эксплуатации объектов использования атомной энергии,1978-07-21,2002-02-12,Информация об образовании не указана,,,,68.2,t,АЭХК
603,ФИО_603,1,Участник мероприятия,Управление жизненным циклом; ,Главный специалист,,,АО Высокотехнологический институт неорганических материалов им. ак.А.А.Бочвара»,,,,Информация об образовании не указана,,,,44.54,t,"АО ""ТВЭЛ"" 2"
604,ФИО_604,0,Участник мероприятия,Управление жизненным циклом; ,,,,"""АО """"Ордена Трудового Красного Знамени и ордена труда ЧССР - опытное конструкторское бюро """"ГИДРОПРЕСС""""""",,,,Информация об образовании не указана,,,,58.83,t,"Команда ""АЭМ-2"""
605,ФИО_605,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,ведущий специалист,,,АО Центральное конструкторское бюро машиностроения,,,,Информация об образовании не указана,,,,40.34,t,"Команда ""АЭМ-ЦКБМ"""
606,ФИО_606,0,Участник мероприятия,Управление качеством; ,Эксперт,,2006,АО «НИКИМТ-Атомстрой»,,,,Высшее образование без указания уровня,Нижегородский Государственный Технический Университет имени Р.Е. Алексеева,2007,Безопасность технологических процессов и производств ,43.45,t,АО АСЭ-2
607,ФИО_607,0,Участник мероприятия,Электроника; ,Инженер РНТ 1 категории,Инженер,2020-08-04,Специализированный научно-исследовательский институт приборостроения,Электроника,1996-11-28,2020-08-04,Информация об образовании не указана,,,,23.14,s,
608,ФИО_608,0,Участник мероприятия,Мехатроника; ,,,,"""ФГУП """"Производственное объединение """"Маяк""""""",,,,Информация об образовании не указана,,,,38.4,t,Бабенко/Трифонов ЯОК
609,ФИО_609,1,Участник мероприятия,Машинное обучение и большие данные; ,Специалист по анализу данных,Студент,2019-11-11,ООО «Додо Инжиниринг»,Программист,1998-09-04,2022-07-21,Информация об образовании не указана,,,,16.68,s,
610,ФИО_610,0,Участник мероприятия,Мехатроника; ,слесарь по КИПиА,Специалист (рабочие специальности),2010-01-01,"""Федеральное Государственное Производственное объединение """"Маяк""""""",Мехатроника,1986-01-02,2010-01-01,Информация об образовании не указана,,,,44.65,t,Тузовский/Демешкевич ЯОК
611,ФИО_611,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-технолог,,03.10.2005,"""ФГУП """"Горно-химический комбинат""""""",,,03.10.2005,Информация об образовании не указана,,,,65.57,t,ГХК
612,ФИО_612,0,Участник мероприятия,Неразрушающий контроль; ,Инженер-дефектоскопист,,1999-04-01,Балаковоатомэнергоремонт,,1981-03-03,2007-11-06,Информация об образовании не указана,,,,72.8,s,
613,ФИО_613,0,Участник мероприятия,Промышленная механика и монтаж; ,Инженер,Специалист (рабочие специальности),1996-11-20,Филиал концерна Росэнергоатом Белоярская атомная электростанция,,1977-05-02,2019-09-26,Информация об образовании не указана,,,,49.94111111,t,Рабочее место 4  Концерн команда 1
614,ФИО_614,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер по автоматизированным системам управления производством,Инженер,2011-11-19,"Федеральное государственное унитарное предприятие ""Производственное объединение ""Маяк""",нет в предлагаемом списке,1989-05-07,2011-11-19,Информация об образовании не указана,,,,59.38,t,МАЯК ЯОК
615,ФИО_615,0,Участник мероприятия,Сварочные технологии; ,Сварщик,,03.2010,Никимт атомстрой,,,,Информация об образовании не указана,,,,33.62,s,
616,ФИО_616,0,Участник мероприятия,Электромонтаж; ,Электромонтер,,2006-01-16,"""Федеральное государственное предприятие """"Национальный оператор по обращению с радиоактивными отходами""""""",,1987-02-18,2021-05-19,Среднее профессиональное образование,"ФГОУ ВПО ""Новоуральский государственный технологический институт""",2006,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования,27.19,s,
617,ФИО_617,0,Участник мероприятия,Бетонные строительные работы; ,Арматурщик,,,Трестросспецэлектромонтаж,,,,Информация об образовании не указана,,,,63.23,t,Рос СЭМ
618,ФИО_618,0,Участник мероприятия,Инженерное мышление. Каракури; ,инженер,,янв.01,Федеральное государственное унитарное предприятие Научно-исследовательский институт Научно-производственное объединение «Луч»,,03.12.1979,,Информация об образовании не указана,,,,69.04,t,ЛУЧ
619,ФИО_619,0,Участник мероприятия,Управление качеством; ,Ведущий инженер,,1993-05-19,"""филиал АО """"Концерн Росэнергоатом"""" Нововоронежская атомная станция",,1970-01-31,1993-05-19,Информация об образовании не указана,,,,54.42,t,НВАЭС
620,ФИО_620,0,Участник мероприятия,Инженер-конструктор; ,,,2018,Снежинский физико-технический институт Национального исследовательского ядерного университета МИФИ,,2003-05-30,,Информация об образовании не указана,,,,42.73,s,
621,ФИО_621,0,Участник не в оценке,Инженерное проектирование; ,Инженер-конструктор,,04.2019,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,,27.07.2022,Высшее образование без указания уровня,СибГИУ,2019,Строитель,5.0,t,"АО ""ЕВРАЗ ЗСМК"""
622,ФИО_622,0,Участник мероприятия,Инженер-конструктор; ,,,,Московский колледж архитектуры и градостроительства,,2004-03-22,,Информация об образовании не указана,,,,13.37,s,
623,ФИО_623,0,Участник мероприятия,Сетевое и системное администрирование; ,Начальник участка,,03.2013,AKKUYU NKLEER ANONM RKET,,,,Информация об образовании не указана,,,,22.95,t,AKKUYU NÜKLEER
624,ФИО_624,0,Участник мероприятия,Промышленная автоматика; ,Электромонтер,Специалист (рабочие специальности),2017-07-01,"Федеральное государственное унитарное предприятие «Производственное объединение «Маяк», завод 235, цех 5",Электромонтаж,1997-04-16,2022-01-10,Информация об образовании не указана,,,,40.32,s,
625,ФИО_625,1,Участник мероприятия,Инженерное проектирование; ,Инженер-проектировщик 1 категории,,,"""АО """"Центральный проектно-технологический институт""""""",,,,Информация об образовании не указана,,,,62.02,t,"АО ""ТВЭЛ"" 2"
626,ФИО_626,0,Участник мероприятия,Инженер-конструктор; ,инженер механик,,,нижнетагильский металлургический комбинат ,,,,Информация об образовании не указана,,,,22.27,s,
627,ФИО_627,0,Участник мероприятия,Изготовление прототипов; ,Оператор станков с ЧПУ,,03.2017,"""ФГУП """"Приборостроительный завод""""""",,,,Информация об образовании не указана,,,,21.23,s,
628,ФИО_628,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор 1 категории,,"10,2012",АО Опытное Конструкторское Бюро Машиностроения им. Африкантова,,11.03.1992,11.09.2019,Информация об образовании не указана,,,,68.39,t,"Команда ""АЭМ-1"""
629,ФИО_629,0,Участник мероприятия,Управление жизненным циклом; ,Инженер - конструктор,Инженер,2014-11-27,"Публичное акционерное общество ""Новосибирский завод химконцентратов""",Инженер-конструктор,1992-06-26,2017-07-03,Информация об образовании не указана,,,,44.54,t,"АО ""ТВЭЛ"" 2"
630,ФИО_630,0,Участник мероприятия,Неразрушающий контроль; ,"Дефектоскопист рентгено-,гаммаграфирования",,июн.07,ФГУП ПО МАЯК,,17.10.1991,,Информация об образовании не указана,,,,47.1,s,
631,ФИО_631,1,Участник мероприятия,Сметное дело; ,Ведущий инженер-сметчик,,09.2007,"""Акционерное общество """"Государственный специализированный проектный институт"""" обособленное подразделение в г Иркутске""",,,,Информация об образовании не указана,,,,40.6,s,
632,ФИО_632,0,Участник мероприятия,Водитель спецавтомобиля; ,Водитель автобетоносмесителя,Специалист (рабочие специальности),2014-02-03,ПАО'' ППГХО''  '' ОАХ'',Водитель,1987-01-25,2019-04-01,Информация об образовании не указана,,,,37.64,s,
633,ФИО_633,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Ведущий инженер,Инженер,-03-06,Отдел развития производственной системы «Росатом»,нет в предлагаемом списке,-05-18,2014-03-06,Информация об образовании не указана,,,,73.53,t,БалАЭС
634,ФИО_634,1,Участник мероприятия,Охрана окружающей среды; ,инженер по охране окружающей среды Группа экологической инспекции,,янв.11,"""Филиал АО """"Концерн Росэнергоатом"""" """"Ростовская атомная станция""""""",,01.06.1988,Январь 2011,Высшее образование без указания уровня,Южно-Российский государственный технический  университет (Новочеркасский политехнический институт),2010,Инженерная защита окружающей среды ,42.11,s,
635,ФИО_635,0,Участник мероприятия,Промышленная механика и монтаж; ,слесарь механосборочных работ,,июл.18,"""Акционерное Общество """"Федеральный Научно-Производственный Центр """"Производственное Объединение """"СТАРТ"""" им .М.В.Проценко""""""",,31.05.1986,,Информация об образовании не указана,,,,42.88555556,t,"Рабочее место 5 АО ""ПО ""старт"""
636,ФИО_636,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор,,03.2018,"""АО """"ВПО """"Точмаш""""",,,,Информация об образовании не указана,,,,44.54,t,"АО ""ТВЭЛ"" 2"
637,ФИО_637,0,Участник мероприятия,Сетевое и системное администрирование; ,инженер электроник 3 категории,,2010-10-04,"Филиал АО ""Концерн Росэнергоатом"" ""Белоярская атомная станция""",,1988-07-23,2019-04-10,Информация об образовании не указана,,,,44.97,t,БелАЭС
638,ФИО_638,0,Участник мероприятия,Промышленная механика и монтаж; ,слесарь-ремонтник 8разряда,,авг.95,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",,01.05.1978,,Информация об образовании не указана,,,,44.57,t,"Рабочее место 6 Команда ""АЭМ-""ОКБМ"""
639,ФИО_639,0,Участник мероприятия,Инженер-технолог машиностроения; ,Главный специалист по механообработке,,"11,2016",Акционерное общество «Русатом Автоматизированные системы управления»,,,,Информация об образовании не указана,,,,16.35,s,
640,ФИО_640,0,Участник мероприятия,Сварочные технологии; ,электросварщик,,авг.07,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,06.11.1988,,Информация об образовании не указана,,,,57.98,s,
641,ФИО_641,0,Участник мероприятия,Управление жизненным циклом; ,Начальник отдела,,2013,"""АО """"Электрогорский научно-исследовательский центр по безопасности атомных электростанций""""""",,01.0995,2013,Высшее образование без указания уровня,МИИТ,2013,Инноватика,49.07,t,Концерн команда-1
642,ФИО_642,0,Участник мероприятия,Строительный контроль; ,Инженер по надзору за строительством,Инженер,1994-07-25,ФГУП Комбинат Электрохимприбор,нет в предлагаемом списке,1976-11-01,2012-02-09,Информация об образовании не указана,,,,55.5,t,№ 8
643,ФИО_643,0,Участник мероприятия,Информационная безопасность; ,Главный специалист,,07.2018,АО «Высокотехнологичный научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара»,,,,Информация об образовании не указана,,,,4.03,t,"АО ""ТВЭЛ"" 2"
644,ФИО_644,1,Участник мероприятия,Инженерное мышление. Каракури; ,лаборант,,,НИЯУ МИФИ,,,,Информация об образовании не указана,,,,69.12,t,МИФИ
645,ФИО_645,0,Участник мероприятия,Управление жизненным циклом; ,,,05.2020,"ПО ""Маяк""",,,,Высшее образование без указания уровня,"НИЯУ ""МИФИ""",2018,Материаловед,59.39,t,"ЯОК ""МАЯК"""
646,ФИО_646,0,Участник мероприятия,Водитель спецавтомобиля; ,Водитель автомобиля на спецперевозках.,,03.2002,"""Озёрский филиал АО """" Атомспецтранс"""".""",,11.10.1980,,Информация об образовании не указана,,,,54.82,s,
647,ФИО_647,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-технолог,Инженер,2018-07-01,"Приборно-механический завод, цех КДСЕ",Инженер-конструктор,1998-04-18,2021-12-01,Информация об образовании не указана,,,,59.39,t,"ЯОК ""МАЯК"""
648,ФИО_648,0,Участник мероприятия,Электроника; ,студент,,2022 г.,Снежинский физико-технический институт Национального исследовательского ядерного университета МИФИ,,2001-08-13,2022,Информация об образовании не указана,,,,28.11,s,
649,ФИО_649,0,Участник мероприятия,Мехатроника; ,Главный специалист,,,"""АО """"Центральное конструкторское бюро машиностроения""""""",,,,Информация об образовании не указана,,,,19.47,t,"Салоп,Хвостиков ""АЭМ-""ЦКБМ-2"""
650,ФИО_650,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-конструктор III категории,Инженер,2019-01-09,Федеральное государственное унитарное предприятие Всероссийский научно-исследовательский институт автоматики им. Н.Л. Д,Инженер-конструктор,1994-11-24,2019-01-09,Информация об образовании не указана,,,,51.81,t,ВНИИА им.Духова
651,ФИО_651,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по управлению проектами,Инженер,07.2016,"""АО """"Сибирский химический комбинат""""""",,30.10.1994,2019,Информация об образовании не указана,,,,42.69,t,"АО ""ТВЭЛ"" 1"
652,ФИО_652,1,Участник мероприятия,Аналитический контроль; ,Лаборант химического анализа 5 разряда,,2020-07-13,Электрохимический завод,,1995-09-29,2020-07-13,Высшее образование без указания уровня,Томский политехнический университет,2019,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",55.96,s,
653,ФИО_653,0,Участник не в оценке,Электроника; ,,,,,,,,Информация об образовании не указана,,,,33.58,s,
654,ФИО_654,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,ведущий инженер-программист,Инженер,01.09.2010,АО «Инжиниринговая компания «АЭМ-технологии»,,26.07.1987,24.12.2012,Высшее образование без указания уровня,Петрозаводский государственный университет,2010,инженер,59.8,t,"Команда ""АЭМ-ЦКБМ"""
655,ФИО_655,0,Участник мероприятия,Технологии композитов; ,инженер-технолог 3 категории,,сен.15,"""ФГУП """"Российский федеральный ядерный центр–Всероссийский научно- исследовательский институт экспериментальной физики"""" (ФГУП """"РФЯЦ-ВНИИЭФ"""")""",,04.07.1993,,Информация об образовании не указана,,,,58.71,t,ВНИИЭФ
656,ФИО_656,1,Участник мероприятия,Аналитический контроль; ,лаборант радиометрист 7 разряда,,май.16,"""ФГУП """"Производственное объединение """"Маяк""""""",,25.11.1992,,Информация об образовании не указана,,,,78.15,s,
657,ФИО_657,0,Участник мероприятия,Промышленная механика и монтаж; ,Электромонтер,,"11,2014","""ФГУП """"Производственное объединение """"Маяк""""""",,,"11,2013",Среднее профессиональное образование,"ОТИ НИЯУ ""Мифи""",2010,Электромонтер,40.58333333,t,Рабочее место 8 МАЯК ЯОК-2
